Food_code,Seq_num,Additional_food_description,Start_date,End_date
53105275.0,1.0,NS as to icing,2021-01-01,2023-12-31
53106500.0,2.0,rum cake,2021-01-01,2023-12-31
53106500.0,3.0,petit fours,2021-01-01,2023-12-31
53108200.0,2.0,Ding Dongs,2021-01-01,2023-12-31
53108200.0,36.0,Little Debbie Swiss roll,2021-01-01,2023-12-31
53108200.0,37.0,Little Debbie snack cake,2021-01-01,2023-12-31
53108200.0,38.0,Tastykake,2021-01-01,2023-12-31
53109200.0,39.0,yellow or other flavor cake,2021-01-01,2023-12-31
53109200.0,40.0,NS as to flavor,2021-01-01,2023-12-31
53109200.0,41.0,Twinkie,2021-01-01,2023-12-31
53109200.0,42.0,Little Debbie zebra cake,2021-01-01,2023-12-31
53109200.0,43.0,Little Debbie snack cake,2021-01-01,2023-12-31
53109200.0,44.0,Tastykake,2021-01-01,2023-12-31
53112100.0,1.0,any flavor,2021-01-01,2023-12-31
53112100.0,2.0,pie,2021-01-01,2023-12-31
53112100.0,3.0,roll,2021-01-01,2023-12-31
53112100.0,4.0,Baked Alaska,2021-01-01,2023-12-31
53112100.0,5.0,frozen yogurt cake,2021-01-01,2023-12-31
53115450.0,3.0,chocolate peanut butter,2021-01-01,2023-12-31
53116510.0,2.0,sweet potato,2021-01-01,2023-12-31
53118500.0,2.0,fruit torte,2021-01-01,2023-12-31
53118550.0,1.0,three milks cake,2021-01-01,2023-12-31
53119000.0,2.0,all fruits,2021-01-01,2023-12-31
53120270.0,2.0,yellow or vanilla cake,2021-01-01,2023-12-31
53120270.0,3.0,other flavor icing,2021-01-01,2023-12-31
53120270.0,4.0,commercially packaged,2021-01-01,2023-12-31
53120270.0,5.0,other place,2021-01-01,2023-12-31
53120272.0,1.0,yellow or vanilla cake,2021-01-01,2023-12-31
53120272.0,2.0,other flavor icing,2021-01-01,2023-12-31
53120272.0,3.0,home recipe,2021-01-01,2023-12-31
53121270.0,3.0,yellow or vanilla cake,2021-01-01,2023-12-31
53121270.0,4.0,commercially packaged,2021-01-01,2023-12-31
53121270.0,5.0,other place,2021-01-01,2023-12-31
53121272.0,1.0,yellow or vanilla cake,2021-01-01,2023-12-31
53121272.0,2.0,home recipe,2021-01-01,2023-12-31
53121275.0,2.0,yellow or vanilla cake,2021-01-01,2023-12-31
53121275.0,3.0,NS as to icing,2021-01-01,2023-12-31
53123070.0,3.0,any fruit,2021-01-01,2023-12-31
53200100.0,1.0,any type of cookie dough,2021-01-01,2023-12-31
53203000.0,1.0,apple snacks,2021-01-01,2023-12-31
53203000.0,2.0,Dutch apple,2021-01-01,2023-12-31
53203500.0,1.0,with nuts,2021-01-01,2023-12-31
53203500.0,2.0,Italian sugar cookie,2021-01-01,2023-12-31
53204000.0,1.0,with nuts,2021-01-01,2023-12-31
53204010.0,1.0,with nuts,2021-01-01,2023-12-31
53204010.0,5.0,Entenmann's Fudge Brownie,2021-01-01,2023-12-31
53204010.0,6.0,brownie bites,2021-01-01,2023-12-31
53204100.0,1.0,with nuts,2021-01-01,2023-12-31
53204100.0,2.0,Little Debbie Fudge Brownie or Cosmic Brownie,2021-01-01,2023-12-31
53204100.0,3.0,all flavors icing or filling,2021-01-01,2023-12-31
53204840.0,6.0,lowfat or fat free,2021-01-01,2023-12-31
53204840.0,7.0,chocolate or fudge cookie,2021-01-01,2023-12-31
53205250.0,1.0,blondie,2021-01-01,2023-12-31
53205250.0,2.0,Congo bar,2021-01-01,2023-12-31
53205260.0,1.0,Cookie bar with M&M's,2021-01-01,2023-12-31
53206000.0,1.0,with nuts,2021-01-01,2023-12-31
53206000.0,4.0,Pepperidge Farm Chocolate Chunk,2021-01-01,2023-12-31
53206000.0,5.0,Nabisco Mini Chips Ahoy!,2021-01-01,2023-12-31
53206000.0,6.0,Nabisco Chips Ahoy!,2021-01-01,2023-12-31
53206000.0,8.0,Grandma,2021-01-01,2023-12-31
53206000.0,10.0,Keebler Rainbow Chips Deluxe,2021-01-01,2023-12-31
53206000.0,11.0,Subway chocolate chip cookie,2021-01-01,2023-12-31
53206000.0,12.0,McDonald's chocolate chip cookie,2021-01-01,2023-12-31
53206000.0,13.0,white chocolate,2021-01-01,2023-12-31
53206020.0,1.0,Toll House,2021-01-01,2023-12-31
53206020.0,2.0,made with M&M's,2021-01-01,2023-12-31
53206020.0,3.0,with nuts,2021-01-01,2023-12-31
53206020.0,4.0,all chip/chunk flavors,2021-01-01,2023-12-31
53206030.0,1.0,Nabisco Reduced Fat Chips Ahoy!,2021-01-01,2023-12-31
53206030.0,4.0,Nabisco 100 Calorie Chips Ahoy Thin Crisps,2021-01-01,2023-12-31
53206030.0,5.0,Keebler 100 Calorie Right Bites Chips Deluxe,2021-01-01,2023-12-31
53206030.0,6.0,low fat or fat free,2021-01-01,2023-12-31
53206100.0,1.0,any filling or icing,2021-01-01,2023-12-31
53206100.0,2.0,Little Debbie Chocolate Chip Creme Pies,2021-01-01,2023-12-31
53206500.0,1.0,Little Debbie Star Crunch,2021-01-01,2023-12-31
53207000.0,1.0,"chocolate cookie, NFS",2021-01-01,2023-12-31
53207000.0,2.0,chocolate-jelly cookies,2021-01-01,2023-12-31
53207000.0,4.0,with nuts,2021-01-01,2023-12-31
53207000.0,5.0,with chips,2021-01-01,2023-12-31
53208000.0,1.0,marshmallow puff,2021-01-01,2023-12-31
53208000.0,2.0,pinwheel,2021-01-01,2023-12-31
53208000.0,3.0,Fudge Marshmallow (Keebler),2021-01-01,2023-12-31
53208200.0,1.0,moon pies,2021-01-01,2023-12-31
53208200.0,3.0,mallow pies,2021-01-01,2023-12-31
53208200.0,4.0,scooter pies,2021-01-01,2023-12-31
53208200.0,5.0,whoopie pie,2021-01-01,2023-12-31
53208200.0,6.0,Little Debbie Marshmallow Pie,2021-01-01,2023-12-31
53208200.0,7.0,"marshmallow pies, non-chocolate covered",2021-01-01,2023-12-31
53209005.0,1.0,Grasshopper (Keebler),2021-01-01,2023-12-31
53209005.0,2.0,Keebler 100 Calorie Right Bites Grasshopper,2021-01-01,2023-12-31
53209005.0,3.0,Girl Scout Thin Mints,2021-01-01,2023-12-31
53209005.0,4.0,Little Debbie Fudge Rounds,2021-01-01,2023-12-31
53209010.0,1.0,Little Debbie Fudge Crispy Bar,2021-01-01,2023-12-31
53209010.0,2.0,Little Debbie Cookie Bars with Caramel,2021-01-01,2023-12-31
53209010.0,3.0,Keebler Fudge Sticks,2021-01-01,2023-12-31
53209010.0,4.0,creme or caramel filled,2021-01-01,2023-12-31
53209015.0,1.0,Oreo,2021-01-01,2023-12-31
53209020.0,2.0,Reduced Fat Oreo Sandwich Cookies,2021-01-01,2023-12-31
53209100.0,1.0,Double Stuff Oreo,2021-01-01,2023-12-31
53209100.0,2.0,Fudge covered Oreos,2021-01-01,2023-12-31
53209100.0,3.0,chocolate sandwich with coating,2021-01-01,2023-12-31
53209500.0,1.0,"sandwich cookie, NS as to type",2021-01-01,2023-12-31
53210000.0,1.0,chocolate snap,2021-01-01,2023-12-31
53210000.0,4.0,Famous Brand Cookie Wafers,2021-01-01,2023-12-31
53210000.0,5.0,100 Calorie Oreo Thin Crisps,2021-01-01,2023-12-31
53210900.0,1.0,Suddenly S'mores,2021-01-01,2023-12-31
53210900.0,2.0,homemade S'mores,2021-01-01,2023-12-31
53210900.0,3.0,Golden Grahams Treats bar,2021-01-01,2023-12-31
53211000.0,1.0,Magic Cookie Bars,2021-01-01,2023-12-31
53215500.0,1.0,with nuts,2021-01-01,2023-12-31
53220000.0,12.0,trail mix cookie,2021-01-01,2023-12-31
53220000.0,13.0,fruit-filled cookie,2021-01-01,2023-12-31
53220000.0,14.0,lowfat or fat free,2021-01-01,2023-12-31
53220030.0,4.0,date bar,2021-01-01,2023-12-31
53220030.0,5.0,lowfat or fat free,2021-01-01,2023-12-31
53222020.0,1.0,"cone shell, NFS",2021-01-01,2023-12-31
53223100.0,1.0,Pepperidge Farm Granola,2021-01-01,2023-12-31
53224000.0,1.0,anisette sponge,2021-01-01,2023-12-31
53224000.0,2.0,Stella D'Oro Egg Jumbo,2021-01-01,2023-12-31
53224000.0,3.0,Stella D'Oro Breakfast Treat,2021-01-01,2023-12-31
53225000.0,1.0,coconut-meringue type,2021-01-01,2023-12-31
53226500.0,2.0,rice Krispies Treats bar cookie,2021-01-01,2023-12-31
53226550.0,1.0,Campfire Chocolate Chip Marshmallow Munchie,2021-01-01,2023-12-31
53226550.0,2.0,chocolate Rice Krispies Treat bar,2021-01-01,2023-12-31
53226600.0,2.0,cheerios Treats bar cookie,2021-01-01,2023-12-31
53228000.0,1.0,angel cup,2021-01-01,2023-12-31
53230000.0,1.0,hermits,2021-01-01,2023-12-31
53230000.0,2.0,gingerbread man,2021-01-01,2023-12-31
53230000.0,3.0,Little Debbie Ginger Cookies,2021-01-01,2023-12-31
53231000.0,1.0,honey nut bar,2021-01-01,2023-12-31
53231400.0,1.0,Fibbers High Fiber Cookies,2021-01-01,2023-12-31
53233000.0,1.0,with or without icing,2021-01-01,2023-12-31
53233010.0,1.0,with dates,2021-01-01,2023-12-31
53233010.0,2.0,with nuts,2021-01-01,2023-12-31
53233010.0,3.0,Tastykake Oatmeal Raisin Bars,2021-01-01,2023-12-31
53233010.0,6.0,with fruit filling,2021-01-01,2023-12-31
53233010.0,7.0,with or without icing,2021-01-01,2023-12-31
53233040.0,2.0,fat free oatmeal,2021-01-01,2023-12-31
53233050.0,2.0,Little Debbie Oatmeal Creme Pie,2021-01-01,2023-12-31
53233060.0,1.0,with chocolate frosting,2021-01-01,2023-12-31
53233060.0,2.0,with M&M's,2021-01-01,2023-12-31
53233060.0,3.0,with nuts,2021-01-01,2023-12-31
53233060.0,4.0,with raisins,2021-01-01,2023-12-31
53233080.0,1.0,Little Debbie P.B. & J. cookie,2021-01-01,2023-12-31
53234000.0,1.0,peanut butter wafers,2021-01-01,2023-12-31
53234100.0,6.0,chocolate covered Nutter Butter,2021-01-01,2023-12-31
53234100.0,7.0,peanut cookie with icing,2021-01-01,2023-12-31
53234250.0,1.0,peanut butter bar cookie,2021-01-01,2023-12-31
53235000.0,1.0,chocolate peanut bar,2021-01-01,2023-12-31
53235000.0,2.0,peanut sandwich cookie,2021-01-01,2023-12-31
53235000.0,3.0,Nutter Butter (Nabisco),2021-01-01,2023-12-31
53235000.0,5.0,Girl Scout Do-si-dos,2021-01-01,2023-12-31
53235000.0,6.0,with oatmeal,2021-01-01,2023-12-31
53235500.0,1.0,Girl Scout Tagalong Peanut Butter Patty,2021-01-01,2023-12-31
53235500.0,2.0,Little Debbie Nutty Bar,2021-01-01,2023-12-31
53235500.0,3.0,Lance Peanut Butter Creme Filled Wafer,2021-01-01,2023-12-31
53236000.0,1.0,rosette,2021-01-01,2023-12-31
53236000.0,2.0,Italian style wafer,2021-01-01,2023-12-31
53236100.0,1.0,carrot bar,2021-01-01,2023-12-31
53237000.0,1.0,"date-nut, raisin sugar cookie",2021-01-01,2023-12-31
53237010.0,1.0,Little Debbie Raisin Creme Pie,2021-01-01,2023-12-31
53237500.0,1.0,bourbon balls,2021-01-01,2023-12-31
53238000.0,1.0,banana cream-filled,2021-01-01,2023-12-31
53238000.0,4.0,Girl Scout Lemon Chalet Cremes,2021-01-01,2023-12-31
53239000.0,1.0,Lorna Doone,2021-01-01,2023-12-31
53239000.0,2.0,Pecan Sandies,2021-01-01,2023-12-31
53239000.0,3.0,Greek cookies,2021-01-01,2023-12-31
53239000.0,6.0,Girl Scout Trefoils,2021-01-01,2023-12-31
53239010.0,1.0,Reduced Fat Pecan Sandies,2021-01-01,2023-12-31
53239010.0,2.0,Keebler 100 Calorie Right Bites Sandies Shortbread Cookies,2021-01-01,2023-12-31
53239010.0,3.0,Nabisco 100 Calorie Lorna Doone Shortbread Cookie Crisps,2021-01-01,2023-12-31
53239010.0,4.0,butter or sugar cookie,2021-01-01,2023-12-31
53239010.0,5.0,low fat,2021-01-01,2023-12-31
53239050.0,5.0,"Keebler Middles, all flavors",2021-01-01,2023-12-31
53239050.0,6.0,Berger Cookies,2021-01-01,2023-12-31
53239050.0,7.0,Girl Scout Lemonades,2021-01-01,2023-12-31
53239050.0,8.0,Girl Scout Lemon Chalet Cremes,2021-01-01,2023-12-31
53239100.0,1.0,"biscuit sticks, coated",2021-01-01,2023-12-31
53239100.0,2.0,all flavors,2021-01-01,2023-12-31
53239100.0,3.0,Japanese snack,2021-01-01,2023-12-31
53240000.0,1.0,animal cracker,2021-01-01,2023-12-31
53240000.0,2.0,"sweet crackers, NFS",2021-01-01,2023-12-31
53240000.0,3.0,Arrowroot cookie or biscuit,2021-01-01,2023-12-31
53240000.0,4.0,"animal crackers labeled as ""lowfat""",2021-01-01,2023-12-31
53240010.0,1.0,Keebler Iced or Frosted Animal Cookies,2021-01-01,2023-12-31
53240010.0,2.0,iced animal crackers,2021-01-01,2023-12-31
53241500.0,1.0,jelly topped,2021-01-01,2023-12-31
53241500.0,2.0,sesame cookies,2021-01-01,2023-12-31
53241500.0,3.0,wedding cookies,2021-01-01,2023-12-31
53241500.0,4.0,Social Tea Biscuits (Nabisco),2021-01-01,2023-12-31
53241500.0,5.0,Pepperidge Farm Bordeaux,2021-01-01,2023-12-31
53241500.0,6.0,Pepperidge Farm Chessman,2021-01-01,2023-12-31
53241500.0,8.0,Pepperidge Farm Pirouette,2021-01-01,2023-12-31
53241500.0,9.0,Vanilla Margherite (Stella D'Oro),2021-01-01,2023-12-31
53241500.0,10.0,Snickerdoodles,2021-01-01,2023-12-31
53241500.0,11.0,butterfly wings,2021-01-01,2023-12-31
53241500.0,12.0,Lemon Cooler,2021-01-01,2023-12-31
53241500.0,13.0,tea cakes,2021-01-01,2023-12-31
53241500.0,14.0,Russian tea cakes,2021-01-01,2023-12-31
53241510.0,1.0,Rich tea biscuit,2021-01-01,2023-12-31
53241510.0,2.0,Maria,2021-01-01,2023-12-31
53241600.0,1.0,with coconut,2021-01-01,2023-12-31
53241600.0,2.0,Pepperidge Farm Distinctive Chantilly,2021-01-01,2023-12-31
53241600.0,3.0,Pepperidge Farm Cappucino,2021-01-01,2023-12-31
53242000.0,1.0,vanilla cream wafers,2021-01-01,2023-12-31
53242000.0,2.0,strawberry cream wafers,2021-01-01,2023-12-31
53242000.0,3.0,chocolate cream wafers,2021-01-01,2023-12-31
53242000.0,4.0,all flavors,2021-01-01,2023-12-31
53243000.0,3.0,Vienna Fingers,2021-01-01,2023-12-31
53243000.0,4.0,Cameos,2021-01-01,2023-12-31
53243000.0,6.0,butter sandwich cookie,2021-01-01,2023-12-31
53243000.0,7.0,Golden Oreos,2021-01-01,2023-12-31
53243000.0,8.0,Keebler EL Fudge (Elfin) sanwich cookie,2021-01-01,2023-12-31
53243010.0,1.0,Golden Oreo Double Stuff,2021-01-01,2023-12-31
53243010.0,2.0,EL Fudge (Elfin) Double Stuffed,2021-01-01,2023-12-31
53243050.0,1.0,Nabisco Snackwell's Creme Sandwich cookies,2021-01-01,2023-12-31
53243050.0,2.0,Reduced Fat Vienna Fingers,2021-01-01,2023-12-31
53244010.0,1.0,Brussels Mint (Pepperidge Farm),2021-01-01,2023-12-31
53244010.0,3.0,Milano (Pepperidge Farm),2021-01-01,2023-12-31
53244010.0,5.0,Geneva (Pepperidge Farm),2021-01-01,2023-12-31
53244010.0,7.0,Keebler Fudge Stripes,2021-01-01,2023-12-31
53244020.0,1.0,spice and other flavors,2021-01-01,2023-12-31
53244020.0,2.0,Nabisco's Made'em Myself Ready to Decorate Cookies,2021-01-01,2023-12-31
53246000.0,1.0,senbei,2021-01-01,2023-12-31
53246000.0,2.0,plain,2021-01-01,2023-12-31
53246000.0,3.0,ginger,2021-01-01,2023-12-31
53246000.0,4.0,seaweed,2021-01-01,2023-12-31
53247000.0,1.0,"vanilla cookie, NS as to type",2021-01-01,2023-12-31
53247000.0,2.0,"wafer, NS as to type",2021-01-01,2023-12-31
53247000.0,3.0,Nabisco Nilla Wafers,2021-01-01,2023-12-31
53247050.0,1.0,Reduced Fat Nilla Wafers,2021-01-01,2023-12-31
53247500.0,1.0,Girl Scout Samoas or Caramel deLites,2021-01-01,2023-12-31
53251100.0,1.0,cookie made with cottage cheese,2021-01-01,2023-12-31
53260030.0,4.0,sugar free,2021-01-01,2023-12-31
53260200.0,2.0,with raisins,2021-01-01,2023-12-31
53260200.0,3.0,sugar free,2021-01-01,2023-12-31
53260300.0,2.0,sugar free,2021-01-01,2023-12-31
53260400.0,1.0,Murray Sugar Free Cookies,2021-01-01,2023-12-31
53260500.0,1.0,Murray Sugar Free Wafers Vanilla Creme,2021-01-01,2023-12-31
53260500.0,2.0,all flavors,2021-01-01,2023-12-31
53260600.0,1.0,Murray Sugar Free Cookies,2021-01-01,2023-12-31
53261000.0,1.0,any type,2021-01-01,2023-12-31
53270100.0,1.0,Mantecaditos polvorones,2021-01-01,2023-12-31
53300100.0,1.0,"fruit pie, NS as to fruit",2021-01-01,2023-12-31
53301070.0,2.0,McDonald's Baked Apple Pie,2021-01-01,2023-12-31
53301070.0,3.0,fried,2021-01-01,2023-12-31
53303500.0,5.0,blackberry or raspberry,2021-01-01,2023-12-31
53303500.0,6.0,NS as to berry,2021-01-01,2023-12-31
53312000.0,1.0,rhubarb,2021-01-01,2023-12-31
53342000.0,6.0,chocolate pudding,2021-01-01,2023-12-31
53344000.0,3.0,buttermilk,2021-01-01,2023-12-31
53344000.0,4.0,chess,2021-01-01,2023-12-31
53344300.0,1.0,fruit pizza,2021-01-01,2023-12-31
53346500.0,4.0,pineapple,2021-01-01,2023-12-31
53365000.0,2.0,pudding flavors other than chocolate,2021-01-01,2023-12-31
53381000.0,3.0,lemon cream,2021-01-01,2023-12-31
53391000.0,1.0,pie crust,2021-01-01,2023-12-31
53391100.0,1.0,pie crust,2021-01-01,2023-12-31
53410100.0,2.0,"fruit cobbler, NS as to type",2021-01-01,2023-12-31
53410300.0,1.0,rhubarb,2021-01-01,2023-12-31
53415100.0,1.0,apple betty,2021-01-01,2023-12-31
53415100.0,2.0,"crisp, NS as to type",2021-01-01,2023-12-31
53415120.0,1.0,sweet,2021-01-01,2023-12-31
53415120.0,2.0,apple,2021-01-01,2023-12-31
53415300.0,1.0,rhubarb,2021-01-01,2023-12-31
53420200.0,1.0,Tastykake Tasty-Klair Pie,2021-01-01,2023-12-31
53420210.0,1.0,Weight Watchers Sweet Celebrations Chocolate Eclair,2021-01-01,2023-12-31
53420400.0,1.0,"sopaipilla, NFS",2021-01-01,2023-12-31
53430700.0,2.0,with fruit,2021-01-01,2023-12-31
53440000.0,1.0,"strudel, NS as to filling",2021-01-01,2023-12-31
53441110.0,1.0,Kadayif,2021-01-01,2023-12-31
53441210.0,1.0,semolina dessert dish,2021-01-01,2023-12-31
53450000.0,2.0,apple dumpling,2021-01-01,2023-12-31
53450000.0,3.0,sweet,2021-01-01,2023-12-31
53452100.0,1.0,hamantaschen,2021-01-01,2023-12-31
53452120.0,1.0,Chinese Moon Cake,2021-01-01,2023-12-31
53452120.0,2.0,Banh Trung Thu,2021-01-01,2023-12-31
53452120.0,3.0,Asian style,2021-01-01,2023-12-31
53452130.0,1.0,Chinese Moon Cake,2021-01-01,2023-12-31
53452130.0,2.0,Banh Trung Thu,2021-01-01,2023-12-31
53452130.0,3.0,Asian style,2021-01-01,2023-12-31
53452150.0,1.0,"nine-layer pudding, a Chinese steamed rice and syrup pudding",2021-01-01,2023-12-31
53452170.0,1.0,Polish fruit-filled paczki,2021-01-01,2023-12-31
53452200.0,1.0,cannoli,2021-01-01,2023-12-31
53452400.0,1.0,angel wings,2021-01-01,2023-12-31
53452400.0,2.0,flaky pastry,2021-01-01,2023-12-31
53452400.0,3.0,patty shell,2021-01-01,2023-12-31
53452420.0,1.0,cream horn,2021-01-01,2023-12-31
53452420.0,2.0,Napoleon,2021-01-01,2023-12-31
53452450.0,1.0,cheese straws,2021-01-01,2023-12-31
53452500.0,2.0,Keebler Chacho's Flour Tortilla Chips,2021-01-01,2023-12-31
53452500.0,3.0,Taco Bell Cinnamon Twist,2021-01-01,2023-12-31
53452500.0,4.0,Elephant Ears,2021-01-01,2023-12-31
53453150.0,1.0,pastelillo,2021-01-01,2023-12-31
53453150.0,2.0,sweet,2021-01-01,2023-12-31
53453150.0,3.0,pumpkin,2021-01-01,2023-12-31
53453150.0,4.0,dessert egg roll,2021-01-01,2023-12-31
53510000.0,1.0,snail danish,2021-01-01,2023-12-31
53510000.0,4.0,with icing,2021-01-01,2023-12-31
53510000.0,5.0,Babka,2021-01-01,2023-12-31
53510000.0,6.0,bear claw,2021-01-01,2023-12-31
53510000.0,7.0,Pillsbury Cinnamon Toaster Strudel,2021-01-01,2023-12-31
53510000.0,9.0,pecan swirls,2021-01-01,2023-12-31
53510000.0,10.0,with or without nuts,2021-01-01,2023-12-31
53510100.0,1.0,with icing,2021-01-01,2023-12-31
53510100.0,2.0,"Pillsbury Apple, Blueberry, Cherry, or Strawberry Toaster Strudel",2021-01-01,2023-12-31
53510100.0,3.0,"toaster strudel, NFS",2021-01-01,2023-12-31
53520000.0,1.0,NS as to cake or yeast,2021-01-01,2023-12-31
53520100.0,1.0,without icing,2021-01-01,2023-12-31
53520120.0,1.0,glazed,2021-01-01,2023-12-31
53520120.0,3.0,with non-chocolate icing,2021-01-01,2023-12-31
53520120.0,4.0,cake or yeast type,2021-01-01,2023-12-31
53520120.0,5.0,"chocolate donut, NFS",2021-01-01,2023-12-31
53520120.0,6.0,without icing,2021-01-01,2023-12-31
53520120.0,7.0,twist,2021-01-01,2023-12-31
53520130.0,1.0,cinnamon,2021-01-01,2023-12-31
53520130.0,2.0,cinnamon sugar,2021-01-01,2023-12-31
53520135.0,1.0,with non-chocolate icing,2021-01-01,2023-12-31
53520135.0,2.0,glazed,2021-01-01,2023-12-31
53520135.0,3.0,"donut stick, NFS",2021-01-01,2023-12-31
53520135.0,4.0,twist,2021-01-01,2023-12-31
53520135.0,5.0,"coconut, NFS",2021-01-01,2023-12-31
53520135.0,6.0,blueberry,2021-01-01,2023-12-31
53520135.0,7.0,strawberry,2021-01-01,2023-12-31
53520140.0,2.0,twist,2021-01-01,2023-12-31
53520160.0,1.0,cake or yeast type,2021-01-01,2023-12-31
53520160.0,2.0,twist,2021-01-01,2023-12-31
53520170.0,1.0,Munchkins,2021-01-01,2023-12-31
53520200.0,1.0,Mexican crullers,2021-01-01,2023-12-31
53520510.0,1.0,malasada,2021-01-01,2023-12-31
53520510.0,2.0,okinawan,2021-01-01,2023-12-31
53520510.0,3.0,sweet fried dough,2021-01-01,2023-12-31
53521110.0,4.0,honey dip,2021-01-01,2023-12-31
53521110.0,8.0,with non-chocolate icing,2021-01-01,2023-12-31
53521110.0,10.0,NS as to type of icing,2021-01-01,2023-12-31
53521110.0,11.0,without icing,2021-01-01,2023-12-31
53521110.0,12.0,donut stick,2021-01-01,2023-12-31
53521110.0,13.0,"sprinkle, NFS",2021-01-01,2023-12-31
53521110.0,14.0,"glazed, NFS",2021-01-01,2023-12-31
53521110.0,15.0,maple,2021-01-01,2023-12-31
53521110.0,16.0,coconut,2021-01-01,2023-12-31
53521110.0,17.0,"twist, NFS",2021-01-01,2023-12-31
53521110.0,18.0,cruller,2021-01-01,2023-12-31
53521130.0,2.0,sprinkle,2021-01-01,2023-12-31
53521130.0,3.0,twist,2021-01-01,2023-12-31
53521140.0,1.0,fruit filled,2021-01-01,2023-12-31
53521210.0,3.0,cream or chocolate filled,2021-01-01,2023-12-31
53521210.0,4.0,without icing,2021-01-01,2023-12-31
53521230.0,2.0,Boston Creme,2021-01-01,2023-12-31
53521230.0,3.0,cream or chocolate filled,2021-01-01,2023-12-31
53521230.0,4.0,"filled, NS as to type",2021-01-01,2023-12-31
53521230.0,5.0,"icing, all flavors",2021-01-01,2023-12-31
53521230.0,6.0,Boston cream,2021-01-01,2023-12-31
53530000.0,1.0,Pop Tart,2021-01-01,2023-12-31
53530000.0,2.0,with or without frosting,2021-01-01,2023-12-31
53530000.0,3.0,pasrty crisp,2021-01-01,2023-12-31
53530010.0,1.0,Low Fat Pop Tart,2021-01-01,2023-12-31
53530010.0,2.0,with or without frosting,2021-01-01,2023-12-31
53610100.0,1.0,cinnamon cake,2021-01-01,2023-12-31
53610100.0,2.0,Drake's Coffee Cakes,2021-01-01,2023-12-31
53610100.0,3.0,made from Bisquick,2021-01-01,2023-12-31
53610100.0,5.0,with icing,2021-01-01,2023-12-31
53610100.0,6.0,with nuts,2021-01-01,2023-12-31
53610100.0,7.0,Tastykake Koffee Kake Juniors,2021-01-01,2023-12-31
53610100.0,8.0,Hostess 100 calorie cinnamon coffee cakes,2021-01-01,2023-12-31
53610100.0,9.0,"coffee cake, NFS",2021-01-01,2023-12-31
53610170.0,1.0,apple pastry cake,2021-01-01,2023-12-31
53710400.0,1.0,all flavors,2021-01-01,2023-12-31
53710500.0,1.0,all flavors,2021-01-01,2023-12-31
53710502.0,1.0,all flavors,2021-01-01,2023-12-31
53710504.0,1.0,all flavors,2021-01-01,2023-12-31
53710600.0,1.0,General Mills Honey Nut Cheerios,2021-01-01,2023-12-31
53710600.0,2.0,General Mills Chex,2021-01-01,2023-12-31
53710600.0,3.0,General Mills Cinnamon Toast Crunch,2021-01-01,2023-12-31
53710600.0,4.0,Kellogg's Frosted Flakes,2021-01-01,2023-12-31
53710600.0,5.0,Kellogg's Froot Loops,2021-01-01,2023-12-31
53710700.0,1.0,all flavors,2021-01-01,2023-12-31
53710800.0,1.0,chocolate coated,2021-01-01,2023-12-31
53710800.0,2.0,all flavors,2021-01-01,2023-12-31
53710800.0,3.0,GOLEAN,2021-01-01,2023-12-31
53710800.0,4.0,TLC,2021-01-01,2023-12-31
53710802.0,1.0,all flavors,2021-01-01,2023-12-31
53710802.0,2.0,GOLEAN,2021-01-01,2023-12-31
53710802.0,3.0,TLC,2021-01-01,2023-12-31
53710810.0,1.0,all flavors,2021-01-01,2023-12-31
53710900.0,1.0,all flavors,2021-01-01,2023-12-31
53710902.0,1.0,all flavors,2021-01-01,2023-12-31
53710904.0,1.0,all flavors,2021-01-01,2023-12-31
53710906.0,1.0,all flavors,2021-01-01,2023-12-31
53710906.0,2.0,"Nature Valley Granola Bar, NFS",2021-01-01,2023-12-31
53711000.0,1.0,all flavors,2021-01-01,2023-12-31
53711000.0,2.0,"Quaker Oats bar, NFS",2021-01-01,2023-12-31
53711002.0,1.0,all flavors,2021-01-01,2023-12-31
53711002.0,2.0,Quaker Lowfat Chewy Granola Bars,2021-01-01,2023-12-31
53711004.0,1.0,all flavors,2021-01-01,2023-12-31
53711004.0,2.0,Quaker Chewy Reduced Sugar Granola Bar,2021-01-01,2023-12-31
53711006.0,1.0,all flavors,2021-01-01,2023-12-31
53712000.0,1.0,"Quaker Oatmeal To Go, all flavors",2021-01-01,2023-12-31
53712000.0,2.0,"Quaker Breakfast Cookie, all flavors",2021-01-01,2023-12-31
53712100.0,1.0,with chocolate chips,2021-01-01,2023-12-31
53712100.0,2.0,New Trail Granola Bars,2021-01-01,2023-12-31
53712100.0,3.0,"with oats, sugar, raisins, coconut",2021-01-01,2023-12-31
53712100.0,4.0,"Sunbelt Granola Bar, all flavors",2021-01-01,2023-12-31
53712200.0,1.0,all flavors,2021-01-01,2023-12-31
53712200.0,2.0,"with oats, fruit and nuts, lowfat",2021-01-01,2023-12-31
53712200.0,3.0,Sunbelt Lowfat Chewy Granola Bar,2021-01-01,2023-12-31
53712210.0,1.0,all fruit and nut flavors,2021-01-01,2023-12-31
53712210.0,2.0,Health Valley Fat-Free Granola Bars,2021-01-01,2023-12-31
53713000.0,1.0,all flavors,2021-01-01,2023-12-31
53714200.0,1.0,"Kudos Granola Bars, all flavors",2021-01-01,2023-12-31
53714200.0,2.0,Nestle Sweet Success Bar,2021-01-01,2023-12-31
