Food_code,Seq_num,Additional_food_description,Start_date,End_date
24127210.0,6.0,from school or other place,2021-01-01,2023-12-31
24127210.0,7.0,prepared skinless,2021-01-01,2023-12-31
24127211.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24127211.0,2.0,ready-to-eat,2021-01-01,2023-12-31
24127211.0,3.0,ready-to-heat,2021-01-01,2023-12-31
24127211.0,4.0,NS as to prepared with skin,2021-01-01,2023-12-31
24127211.0,5.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24127211.0,6.0,from school or other place,2021-01-01,2023-12-31
24127220.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24127220.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24127220.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24127220.0,4.0,prepared skinless,2021-01-01,2023-12-31
24127221.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24127221.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24127221.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24127500.0,1.0,broiled or roasted with coating,2021-01-01,2023-12-31
24127500.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24127500.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24127500.0,4.0,any source,2021-01-01,2023-12-31
24127500.0,5.0,prepared skinless,2021-01-01,2023-12-31
24127501.0,1.0,broiled or roasted with coating,2021-01-01,2023-12-31
24127501.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24127501.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24127501.0,4.0,any source,2021-01-01,2023-12-31
24130210.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24130210.0,2.0,any source,2021-01-01,2023-12-31
24130220.0,1.0,any source,2021-01-01,2023-12-31
24132230.0,1.0,roasted from raw,2021-01-01,2023-12-31
24132230.0,2.0,NS as to skin eaten,2021-01-01,2023-12-31
24132230.0,3.0,any source,2021-01-01,2023-12-31
24132231.0,1.0,roasted from raw,2021-01-01,2023-12-31
24132231.0,2.0,any source,2021-01-01,2023-12-31
24132240.0,1.0,"roasted and pre-cooked, ready-to-eat, ready-to-heat",2021-01-01,2023-12-31
24132240.0,2.0,"fast food, restaurant, school, or other place",2021-01-01,2023-12-31
24132240.0,3.0,rotisserie from any source,2021-01-01,2023-12-31
24132240.0,4.0,NS as to skin eaten,2021-01-01,2023-12-31
24132241.0,1.0,"roasted and pre-cooked, ready-to-eat, ready-to-heat",2021-01-01,2023-12-31
24132241.0,2.0,"fast food, restaurant, school, or other place",2021-01-01,2023-12-31
24132241.0,3.0,rotisserie from any source,2021-01-01,2023-12-31
24133210.0,1.0,braised,2021-01-01,2023-12-31
24133210.0,2.0,NS as to skin eaten,2021-01-01,2023-12-31
24133210.0,3.0,any source,2021-01-01,2023-12-31
24133220.0,1.0,braised,2021-01-01,2023-12-31
24133220.0,2.0,any source,2021-01-01,2023-12-31
24134100.0,1.0,barbecued without sauce,2021-01-01,2023-12-31
24134100.0,2.0,NS as to skin eaten,2021-01-01,2023-12-31
24134100.0,3.0,any source,2021-01-01,2023-12-31
24134101.0,1.0,barbecued without sauce,2021-01-01,2023-12-31
24134101.0,2.0,any source,2021-01-01,2023-12-31
24134150.0,1.0,barbecued with sauce,2021-01-01,2023-12-31
24134150.0,3.0,any source,2021-01-01,2023-12-31
24134150.0,4.0,with sauce or marinade,2021-01-01,2023-12-31
24134151.0,1.0,barbecued with sauce,2021-01-01,2023-12-31
24134151.0,3.0,any source,2021-01-01,2023-12-31
24134151.0,4.0,with sauce or marinade,2021-01-01,2023-12-31
24134300.0,2.0,any source,2021-01-01,2023-12-31
24134300.0,3.0,with or without fat,2021-01-01,2023-12-31
24134301.0,2.0,any source,2021-01-01,2023-12-31
24134301.0,3.0,NS as to skin eaten,2021-01-01,2023-12-31
24134301.0,4.0,with or without fat,2021-01-01,2023-12-31
24137300.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24137300.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24137300.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24137300.0,4.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24137300.0,5.0,any source,2021-01-01,2023-12-31
24137300.0,6.0,prepared skinless,2021-01-01,2023-12-31
24137301.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24137301.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24137301.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24137301.0,4.0,any source,2021-01-01,2023-12-31
24137310.0,1.0,broiled or roasted with coating,2021-01-01,2023-12-31
24137310.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24137310.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24137310.0,4.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24137310.0,5.0,any source,2021-01-01,2023-12-31
24137310.0,6.0,prepared skinless,2021-01-01,2023-12-31
24137311.0,1.0,broiled or roasted with coating,2021-01-01,2023-12-31
24137311.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24137311.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24137311.0,4.0,any source,2021-01-01,2023-12-31
24140210.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24140210.0,2.0,any source,2021-01-01,2023-12-31
24140220.0,1.0,any source,2021-01-01,2023-12-31
24142300.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24142310.0,1.0,ready-to-eat,2021-01-01,2023-12-31
24142310.0,2.0,ready-to-heat,2021-01-01,2023-12-31
24142310.0,3.0,NS as to skin eaten,2021-01-01,2023-12-31
24142310.0,4.0,from school or other place,2021-01-01,2023-12-31
24142311.0,1.0,ready-to-eat,2021-01-01,2023-12-31
24142311.0,2.0,ready-to heat,2021-01-01,2023-12-31
24142311.0,3.0,from school or other place,2021-01-01,2023-12-31
24142320.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24142400.0,1.0,"roasted and pre-cooked, ready-to-eat, ready-to-heat",2021-01-01,2023-12-31
24142400.0,2.0,"fast food, restaurant, school, or other place",2021-01-01,2023-12-31
24142400.0,3.0,rotisserie from any source,2021-01-01,2023-12-31
24142400.0,4.0,NS as to skin eaten,2021-01-01,2023-12-31
24142401.0,1.0,"roasted and pre-cooked, ready-to-eat, ready-to-heat",2021-01-01,2023-12-31
24142401.0,2.0,"fast food, restaurant, school, or other place",2021-01-01,2023-12-31
24142401.0,3.0,rotisserie from any source,2021-01-01,2023-12-31
24142500.0,1.0,barbecued without sauce,2021-01-01,2023-12-31
24142500.0,2.0,NS as to skin eaten,2021-01-01,2023-12-31
24142500.0,3.0,any source,2021-01-01,2023-12-31
24142501.0,1.0,barbecued without sauce,2021-01-01,2023-12-31
24142501.0,2.0,any source,2021-01-01,2023-12-31
24142510.0,1.0,barbecued with sauce,2021-01-01,2023-12-31
24142510.0,3.0,any source,2021-01-01,2023-12-31
24142510.0,4.0,with sauce or marinade,2021-01-01,2023-12-31
24142511.0,1.0,barbecued with sauce,2021-01-01,2023-12-31
24142511.0,3.0,any source,2021-01-01,2023-12-31
24142511.0,4.0,with sauce or marinade,2021-01-01,2023-12-31
24143210.0,1.0,braised,2021-01-01,2023-12-31
24143210.0,2.0,NS as to skin eaten,2021-01-01,2023-12-31
24143210.0,3.0,any source,2021-01-01,2023-12-31
24143220.0,1.0,braised,2021-01-01,2023-12-31
24143220.0,2.0,any source,2021-01-01,2023-12-31
24144300.0,2.0,any source,2021-01-01,2023-12-31
24144300.0,3.0,with or without fat,2021-01-01,2023-12-31
24144301.0,2.0,any source,2021-01-01,2023-12-31
24144301.0,3.0,NS as to skin eaten,2021-01-01,2023-12-31
24144301.0,4.0,with or without fat,2021-01-01,2023-12-31
24147300.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24147300.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24147300.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24147300.0,4.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24147301.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24147301.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24147301.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24147302.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24147310.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24147310.0,2.0,ready-to-eat,2021-01-01,2023-12-31
24147310.0,3.0,ready-to-heat,2021-01-01,2023-12-31
24147310.0,4.0,NS as to prepared with skin,2021-01-01,2023-12-31
24147310.0,5.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24147310.0,6.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24147310.0,7.0,from school or other place,2021-01-01,2023-12-31
24147310.0,8.0,prepared skinless,2021-01-01,2023-12-31
24147311.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24147311.0,2.0,ready-to-eat,2021-01-01,2023-12-31
24147311.0,3.0,ready-to-heat,2021-01-01,2023-12-31
24147311.0,4.0,NS as to prepared with skin,2021-01-01,2023-12-31
24147311.0,5.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24147311.0,6.0,from school or other place,2021-01-01,2023-12-31
24147320.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24147320.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24147320.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24147320.0,4.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24147320.0,5.0,prepared skinless,2021-01-01,2023-12-31
24147321.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24147321.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24147321.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24147400.0,1.0,broiled or roasted with coating,2021-01-01,2023-12-31
24147400.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24147400.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24147400.0,4.0,NS as skin / coating eaten,2021-01-01,2023-12-31
24147400.0,5.0,any source,2021-01-01,2023-12-31
24147400.0,6.0,prepared skinless,2021-01-01,2023-12-31
24147401.0,1.0,broiled or roasted with coating,2021-01-01,2023-12-31
24147401.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24147401.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24147401.0,4.0,any source,2021-01-01,2023-12-31
24150210.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24150210.0,2.0,any source,2021-01-01,2023-12-31
24150220.0,1.0,any source,2021-01-01,2023-12-31
24152230.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24152240.0,1.0,ready-to-eat,2021-01-01,2023-12-31
24152240.0,2.0,ready-to-heat,2021-01-01,2023-12-31
24152240.0,3.0,NS as to skin eaten,2021-01-01,2023-12-31
24152240.0,4.0,from school or other place,2021-01-01,2023-12-31
24152241.0,1.0,ready-to-eat,2021-01-01,2023-12-31
24152241.0,2.0,ready-to heat,2021-01-01,2023-12-31
24152241.0,3.0,from school or other place,2021-01-01,2023-12-31
24152250.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24152300.0,1.0,"roasted and pre-cooked, ready-to-eat, ready-to-heat",2021-01-01,2023-12-31
24152300.0,2.0,"fast food, restaurant, school, or other place",2021-01-01,2023-12-31
24152300.0,3.0,rotisserie from any source,2021-01-01,2023-12-31
24152300.0,4.0,NS as to skin eaten,2021-01-01,2023-12-31
24152301.0,1.0,"roasted and pre-cooked, ready-to-eat, ready-to-heat",2021-01-01,2023-12-31
24152301.0,2.0,"fast food, restaurant, school, or other place",2021-01-01,2023-12-31
24152301.0,3.0,rotisserie from any source,2021-01-01,2023-12-31
24153210.0,1.0,braised,2021-01-01,2023-12-31
24153210.0,2.0,NS as to skin eaten,2021-01-01,2023-12-31
24153210.0,3.0,any source,2021-01-01,2023-12-31
24153220.0,1.0,braised,2021-01-01,2023-12-31
24153220.0,2.0,any source,2021-01-01,2023-12-31
24154010.0,1.0,barbecued without sauce,2021-01-01,2023-12-31
24154010.0,2.0,NS as to skin eaten,2021-01-01,2023-12-31
24154010.0,3.0,any source,2021-01-01,2023-12-31
24154011.0,1.0,barbecued without sauce,2021-01-01,2023-12-31
24154011.0,2.0,any source,2021-01-01,2023-12-31
24154020.0,1.0,barbecued with sauce,2021-01-01,2023-12-31
24154020.0,3.0,any source,2021-01-01,2023-12-31
24154020.0,4.0,with sauce or marinade,2021-01-01,2023-12-31
24154021.0,1.0,barbecued with sauce,2021-01-01,2023-12-31
24154021.0,3.0,any source,2021-01-01,2023-12-31
24154021.0,4.0,with sauce or marinade,2021-01-01,2023-12-31
24154300.0,2.0,any source,2021-01-01,2023-12-31
24154300.0,3.0,with or without fat,2021-01-01,2023-12-31
24154301.0,2.0,any source,2021-01-01,2023-12-31
24154301.0,3.0,NS as to skin eaten,2021-01-01,2023-12-31
24154301.0,4.0,with or without fat,2021-01-01,2023-12-31
24157300.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24157300.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157300.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157300.0,4.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24157301.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24157301.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157301.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157302.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24157310.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24157310.0,2.0,ready-to-eat,2021-01-01,2023-12-31
24157310.0,3.0,ready-to-heat,2021-01-01,2023-12-31
24157310.0,4.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157310.0,5.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157310.0,6.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24157310.0,7.0,from school or other place,2021-01-01,2023-12-31
24157310.0,8.0,prepared skinless,2021-01-01,2023-12-31
24157311.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24157311.0,2.0,ready-to-eat,2021-01-01,2023-12-31
24157311.0,3.0,ready-to-heat,2021-01-01,2023-12-31
24157311.0,4.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157311.0,5.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157311.0,6.0,from school or other place,2021-01-01,2023-12-31
24157320.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24157320.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157320.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157320.0,4.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24157320.0,5.0,prepared skinless,2021-01-01,2023-12-31
24157321.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24157321.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157321.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157330.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24157330.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157330.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157330.0,4.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24157330.0,5.0,prepared skinless,2021-01-01,2023-12-31
24157331.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24157331.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157331.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157400.0,1.0,broiled or roasted with coating,2021-01-01,2023-12-31
24157400.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157400.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157400.0,4.0,NS as to skin / coating eaten,2021-01-01,2023-12-31
24157400.0,5.0,any source,2021-01-01,2023-12-31
24157400.0,6.0,prepared skinless,2021-01-01,2023-12-31
24157401.0,1.0,broiled or roasted with coating,2021-01-01,2023-12-31
24157401.0,2.0,NS as to prepared with skin,2021-01-01,2023-12-31
24157401.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24157401.0,4.0,any source,2021-01-01,2023-12-31
24160110.0,1.0,drummette without sauce or seasoning,2021-01-01,2023-12-31
24160110.0,2.0,any source,2021-01-01,2023-12-31
24162130.0,1.0,"drummette without sauce or seasoning, from raw",2021-01-01,2023-12-31
24162140.0,1.0,ready-to-eat,2021-01-01,2023-12-31
24162140.0,2.0,from school or other place,2021-01-01,2023-12-31
24162200.0,1.0,"roasted and pre-cooked, ready-to-eat",2021-01-01,2023-12-31
24162200.0,2.0,"fast food, restaurant, school, or other place",2021-01-01,2023-12-31
24162200.0,3.0,rotisserie from any source,2021-01-01,2023-12-31
24163110.0,1.0,braised,2021-01-01,2023-12-31
24163110.0,2.0,"stewed drummette, from raw",2021-01-01,2023-12-31
24163110.0,3.0,stewed wings from any source,2021-01-01,2023-12-31
24164000.0,1.0,barbecued without sauce,2021-01-01,2023-12-31
24164000.0,2.0,"drummette without sauce or seasoning, from raw",2021-01-01,2023-12-31
24164000.0,3.0,grilled wings from any source,2021-01-01,2023-12-31
24164010.0,1.0,barbecued with sauce,2021-01-01,2023-12-31
24164010.0,3.0,any source,2021-01-01,2023-12-31
24164010.0,4.0,with sauce or marinade,2021-01-01,2023-12-31
24164200.0,1.0,with or without fat added in cooking,2021-01-01,2023-12-31
24164200.0,2.0,sauteed wings from any source,2021-01-01,2023-12-31
24164200.0,3.0,"sauteed drummette, from raw",2021-01-01,2023-12-31
24167200.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24167200.0,2.0,"drummette without sauce or seasoning, from raw",2021-01-01,2023-12-31
24167200.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24167210.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24167210.0,2.0,ready-to-eat,2021-01-01,2023-12-31
24167210.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24167210.0,4.0,from school or other place,2021-01-01,2023-12-31
24167220.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24167220.0,2.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24167230.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24167230.0,2.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24167300.0,1.0,broiled or roasted with coating,2021-01-01,2023-12-31
24167300.0,2.0,"drummette without sauce or seasoning, from raw",2021-01-01,2023-12-31
24167300.0,3.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24167300.0,4.0,any source,2021-01-01,2023-12-31
24168000.0,1.0,drummette,2021-01-01,2023-12-31
24168000.0,2.0,"""buffalo wing""",2021-01-01,2023-12-31
24168000.0,3.0,hot chicken wings,2021-01-01,2023-12-31
24168000.0,4.0,chicken wing dings,2021-01-01,2023-12-31
24168000.0,5.0,wingster,2021-01-01,2023-12-31
24168000.0,6.0,with buffalo sauce,2021-01-01,2023-12-31
24168001.0,1.0,drummette,2021-01-01,2023-12-31
24168001.0,2.0,"with any sauce, excluding hot or buffalo",2021-01-01,2023-12-31
24168001.0,3.0,"include barbecue, BBQ,  teriyaki, sweet and sour, parmesan",2021-01-01,2023-12-31
24168001.0,4.0,any seasoning,2021-01-01,2023-12-31
24168001.0,5.0,wingster,2021-01-01,2023-12-31
24168002.0,1.0,drummette's with no sauce or seasoning,2021-01-01,2023-12-31
24168002.0,2.0,wingster,2021-01-01,2023-12-31
24168010.0,1.0,drummette,2021-01-01,2023-12-31
24168010.0,2.0,ready-to-eat,2021-01-01,2023-12-31
24168010.0,3.0,ready-to-heat,2021-01-01,2023-12-31
24168010.0,4.0,"""buffalo wing""",2021-01-01,2023-12-31
24168010.0,5.0,hot chicken wings,2021-01-01,2023-12-31
24168010.0,6.0,chicken wing dings,2021-01-01,2023-12-31
24168010.0,7.0,wingster,2021-01-01,2023-12-31
24168010.0,8.0,with buffalo sauce,2021-01-01,2023-12-31
24168011.0,1.0,drummette,2021-01-01,2023-12-31
24168011.0,2.0,ready-to-eat,2021-01-01,2023-12-31
24168011.0,3.0,ready-to-heat,2021-01-01,2023-12-31
24168011.0,4.0,"any sauce, excluding hot or buffalo",2021-01-01,2023-12-31
24168011.0,5.0,"include barbecue, BBQ, teriyaki, sweet and sour, parmesan",2021-01-01,2023-12-31
24168011.0,6.0,any seasoning,2021-01-01,2023-12-31
24168011.0,7.0,wingster,2021-01-01,2023-12-31
24168012.0,1.0,drummette,2021-01-01,2023-12-31
24168012.0,2.0,ready-to-eat,2021-01-01,2023-12-31
24168012.0,3.0,ready-to-heat,2021-01-01,2023-12-31
24168020.0,1.0,drummette,2021-01-01,2023-12-31
24168020.0,2.0,"from raw, school, or other place",2021-01-01,2023-12-31
24168020.0,3.0,"""buffalo wing""",2021-01-01,2023-12-31
24168020.0,4.0,hot chicken wings,2021-01-01,2023-12-31
24168020.0,5.0,chicken wing ding,2021-01-01,2023-12-31
24168020.0,6.0,wingster,2021-01-01,2023-12-31
24168020.0,7.0,with buffalo sauce,2021-01-01,2023-12-31
24168021.0,1.0,drummette,2021-01-01,2023-12-31
24168021.0,2.0,"from raw, school, or other place",2021-01-01,2023-12-31
24168021.0,3.0,"any sauce, excluding hot or buffalo",2021-01-01,2023-12-31
24168021.0,4.0,"include barbecue, BBQ, teriyaki, sweet and sour, parmesan",2021-01-01,2023-12-31
24168021.0,5.0,any seasoning,2021-01-01,2023-12-31
24168021.0,6.0,wingster,2021-01-01,2023-12-31
24168022.0,1.0,drummette,2021-01-01,2023-12-31
24168022.0,2.0,from school or other place,2021-01-01,2023-12-31
24168022.0,3.0,excludes from raw,2021-01-01,2023-12-31
24168030.0,1.0,any sauce,2021-01-01,2023-12-31
24168030.0,2.0,"boneless ""buffalo wings""",2021-01-01,2023-12-31
24168030.0,3.0,boneless hot chicken wings,2021-01-01,2023-12-31
24168031.0,1.0,any sauce,2021-01-01,2023-12-31
24168031.0,2.0,"boneless ""buffalo wings""",2021-01-01,2023-12-31
24168031.0,3.0,boneless hot chicken wings,2021-01-01,2023-12-31
24168031.0,4.0,"from frozen, school, or other place",2021-01-01,2023-12-31
24198671.0,1.0,all sources,2021-01-01,2023-12-31
24198671.0,2.0,"from fast food, restaurant, school, frozen, homemade, or other sources",2021-01-01,2023-12-31
24198677.0,1.0,all sources,2021-01-01,2023-12-31
24198677.0,2.0,"from fast food, restaurant, school, frozen, homemade, or other sources",2021-01-01,2023-12-31
24198683.0,1.0,all sources,2021-01-01,2023-12-31
24198683.0,2.0,"from fast food, restaurant, school, frozen, homemade, or other sources",2021-01-01,2023-12-31
24198683.0,3.0,chicken fillet without breading,2021-01-01,2023-12-31
24198683.0,4.0,"chicken nugget, tender, patty without breading",2021-01-01,2023-12-31
24198731.0,1.0,McDonald's Chicken McNuggets,2021-01-01,2023-12-31
24198731.0,2.0,Burger King,2021-01-01,2023-12-31
24198731.0,3.0,Wendy's,2021-01-01,2023-12-31
24198731.0,4.0,KFC Bites,2021-01-01,2023-12-31
24198736.0,1.0,chicken sticks,2021-01-01,2023-12-31
24198736.0,2.0,chicken bites,2021-01-01,2023-12-31
24198736.0,3.0,Banquet,2021-01-01,2023-12-31
24198736.0,4.0,Tyson,2021-01-01,2023-12-31
24198736.0,5.0,Weaver,2021-01-01,2023-12-31
24198737.0,1.0,from other place,2021-01-01,2023-12-31
24198737.0,2.0,homemade,2021-01-01,2023-12-31
24198739.0,1.0,"chicken fingers, NFS",2021-01-01,2023-12-31
24198741.0,1.0,chicken fingers,2021-01-01,2023-12-31
24198741.0,2.0,Burger King,2021-01-01,2023-12-31
24198741.0,3.0,KFC,2021-01-01,2023-12-31
24198741.0,4.0,Carl's Jr.,2021-01-01,2023-12-31
24198741.0,5.0,McDonald's McBites,2021-01-01,2023-12-31
24198741.0,6.0,chicken fries,2021-01-01,2023-12-31
24198741.0,7.0,popcorn chicken,2021-01-01,2023-12-31
24198742.0,1.0,chicken fingers,2021-01-01,2023-12-31
24198742.0,2.0,popcorn chicken,2021-01-01,2023-12-31
24198745.0,1.0,chicken fingers,2021-01-01,2023-12-31
24198745.0,2.0,popcorn chicken,2021-01-01,2023-12-31
24198746.0,1.0,chicken fingers,2021-01-01,2023-12-31
24198746.0,2.0,popcorn chicken,2021-01-01,2023-12-31
24198746.0,3.0,chicken fries,2021-01-01,2023-12-31
24198746.0,4.0,chicken breast tenders,2021-01-01,2023-12-31
24198746.0,5.0,Banquet,2021-01-01,2023-12-31
24198746.0,6.0,Tyson,2021-01-01,2023-12-31
24198746.0,7.0,Weaver,2021-01-01,2023-12-31
24198747.0,1.0,chicken fingers,2021-01-01,2023-12-31
24198747.0,2.0,from other place,2021-01-01,2023-12-31
24198747.0,3.0,homemade,2021-01-01,2023-12-31
24198747.0,4.0,popcorn chicken,2021-01-01,2023-12-31
24201020.0,1.0,turkey cutlet,2021-01-01,2023-12-31
24201020.0,3.0,NS as to skin eaten,2021-01-01,2023-12-31
24201020.0,4.0,any source,2021-01-01,2023-12-31
24201030.0,2.0,any source,2021-01-01,2023-12-31
24201060.0,1.0,any source,2021-01-01,2023-12-31
24201070.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24201070.0,2.0,any source,2021-01-01,2023-12-31
24201120.0,1.0,any source,2021-01-01,2023-12-31
24201130.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24201130.0,2.0,any source,2021-01-01,2023-12-31
24201220.0,1.0,any source,2021-01-01,2023-12-31
24201230.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24201230.0,2.0,any source,2021-01-01,2023-12-31
24201320.0,1.0,any source,2021-01-01,2023-12-31
24201330.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24201330.0,2.0,any source,2021-01-01,2023-12-31
24201360.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24201360.0,2.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24201360.0,3.0,any source,2021-01-01,2023-12-31
24201370.0,1.0,sauteed with coating,2021-01-01,2023-12-31
24201370.0,2.0,NS as to coated or uncoated,2021-01-01,2023-12-31
24201370.0,3.0,NS as to skin eaten,2021-01-01,2023-12-31
24201370.0,4.0,any source,2021-01-01,2023-12-31
24201410.0,1.0,braised,2021-01-01,2023-12-31
24201410.0,2.0,any source,2021-01-01,2023-12-31
24201420.0,1.0,braised,2021-01-01,2023-12-31
24201420.0,2.0,NS as to skin eaten,2021-01-01,2023-12-31
24201420.0,3.0,any source,2021-01-01,2023-12-31
24201510.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24201510.0,2.0,any source,2021-01-01,2023-12-31
24201520.0,1.0,any source,2021-01-01,2023-12-31
24202010.0,1.0,any source,2021-01-01,2023-12-31
24202020.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24202020.0,2.0,any source,2021-01-01,2023-12-31
24202060.0,1.0,any source,2021-01-01,2023-12-31
24202070.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24202070.0,2.0,any source,2021-01-01,2023-12-31
24202460.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24202460.0,2.0,any source,2021-01-01,2023-12-31
24202500.0,1.0,any source,2021-01-01,2023-12-31
24203010.0,1.0,any source,2021-01-01,2023-12-31
24203020.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24203020.0,2.0,any source,2021-01-01,2023-12-31
24208510.0,1.0,less or lower sodium,2021-01-01,2023-12-31
24300110.0,2.0,NS as to skin eaten,2021-01-01,2023-12-31
24300110.0,3.0,any source,2021-01-01,2023-12-31
24300120.0,2.0,any source,2021-01-01,2023-12-31
24301010.0,1.0,NS as to skin eaten,2021-01-01,2023-12-31
24301010.0,2.0,any source,2021-01-01,2023-12-31
